tgl,Belawan,Tanjung Priok,Tanjung Perak,Makassar
01/01/2006,0.0950785991767523,-1.13474221153327,0.613198135720876,-1.98773414311806
02/01/2006,0.0014227186465364,-1.52338683364844,0.449425101284639,-1.61898696655625
03/01/2006,0.135655017253478,-0.563332679156168,0.472965464975543,-1.76794800602161
04/01/2006,-0.19037422323179,-1.1752215568035,0.186885797941246,-1.82163507651922
05/01/2006,0.20974731070005,-0.846824619977921,0.979456082468428,-1.7666121718825
06/01/2006,0.0940465253111293,-1.30209454525951,0.883804877310114,-1.81686128165001
07/01/2006,0.0885123909148563,-0.945263249423938,0.45224452240917,-1.71420398135528
08/01/2006,0.0886426058418274,-0.620788125018538,1.85408666439046,-1.45384576552228
09/01/2006,-0.0014227186465364,-0.725604372341389,1.68987377141561,-1.63450956635873
10/01/2006,-0.0122377917477496,-0.869645245005601,1.62609284115807,-1.88036517977454
11/01/2006,-0.0661395373511872,-0.495314506845903,0.76345525466908,-1.55920580000544
12/01/2006,-0.198404143728343,-0.637957634511624,1.66946866170155,-1.44077737262653
01/01/2007,0.100706777686949,-1.31058178291314,1.7007274611257,-1.78099568831055
02/01/2007,0.101008201129012,-1.08227964082829,1.60992479500609,-1.83183505037208
03/01/2007,-0.0432241215918051,-0.819055002484654,1.36661235735694,-1.6563747894961
04/01/2007,0.0873042857590686,-0.384323802256464,1.41916896300465,-1.41110425072261
05/01/2007,0.165515229117987,-0.610105127489378,1.10345725205949,-1.71623362082244
06/01/2007,-0.105505438884589,-0.58044042782374,1.31207278288763,-1.60507979408479
07/01/2007,0.286055669292668,0.180503326348672,1.50952455978994,-1.2326771954214
08/01/2007,0.0250109115286027,-0.368101833849564,1.62182981873141,-1.33683601470971
09/01/2007,0.280060959876923,-0.0310437538879862,2.07066147152871,-1.2147003887122
10/01/2007,0.105510261659662,-0.58307826518717,0.849021440940519,-1.78261111564156
11/01/2007,0.509304338809595,-0.563578097173345,1.769912161692,-0.914696893797303
12/01/2007,0.464833529861418,-0.357823532256013,1.4637648501831,-1.74267588806435
01/01/2008,0.349412465426731,-0.451417187468891,0.419638746345479,-0.54048729468993
02/01/2008,0.627447859772992,-0.62668465857031,0.652951252497189,-0.630381683539339
03/01/2008,0.198799611284329,-0.211504010187286,0.439086262388598,-0.719608155319196
04/01/2008,0.382774011994242,0.240180536644689,0.834106631083794,0.32963778443106
05/01/2008,0.573071070824863,0.366149866706324,0.429517536474909,-0.484812005938767
06/01/2008,0.77503683394462,-0.523612341925808,0.595668691337923,-0.547663519948845
07/01/2008,0.787530232771239,-0.198763401997556,0.704136364799924,-0.126016275948125
08/01/2008,0.441402077169224,0.00155621027448217,0.744095710333683,-1.0534527817581
09/01/2008,0.196180844419688,-0.313898583036008,0.573374353146557,-1.77708138362386
10/01/2008,0.15475079515504,-0.775294207037727,0.229345847428937,-1.21610870997513
11/01/2008,0.344507703177485,-0.750502111448222,0.690717073974472,-0.446466317434059
12/01/2008,0.134145488655627,-0.700501847339429,0.662590644208884,-0.044395774518446
01/01/2009,-0.0190379046006863,-0.662561197054821,0.382733893876556,-0.940600685262203
02/01/2009,0.119599999035445,-0.560483554758082,0.327303065056881,-0.823653066270059
03/01/2009,0.0165324729502603,-0.346371774977683,0.271576593612894,-0.728208234796149
04/01/2009,0.225512962413702,-0.718248332965613,0.343681666443733,0.677296385610788
05/01/2009,0.364587327193941,-0.424010008504303,0.283723900074235,0.371644072689052
06/01/2009,0.595333000561853,-0.470717445442234,0.500776061888818,1.51996955540799
07/01/2009,0.549750541959349,-0.0497361553154739,0.527574263083719,0.833739131785474
08/01/2009,0.458431295952004,-0.196829312988017,0.732405568320667,0.771964569329404
09/01/2009,0.193918962910448,-0.789778745905806,0.423245586362078,0.0263050594718019
10/01/2009,0.297268621337404,-0.522924846420737,0.271576593612894,0.666692554925176
11/01/2009,0.143077268090832,-0.371318272630975,0.696370337814963,0.320851309492836
12/01/2009,0.301307695461045,0.00160821939070508,0.317569933000892,0.910083606130857
01/01/2010,-0.108729464020892,-0.592688574694233,0.397678989075284,0.31034067653786
02/01/2010,0.104116479663563,-0.677786865829076,0.694629651729383,3.09595871340533
03/01/2010,0.16801583799334,-0.388591800356506,0.262665492268405,1.18866715595475
04/01/2010,0.00574392511194867,-0.130285274065695,0.427860495619622,1.37788961505454
05/01/2010,-0.0211743939580274,0.0391783047222246,0.366398557263993,1.99730244346328
06/01/2010,0.0862312183053251,0.104701664738672,0.668398219077674,0.743787788767344
07/01/2010,0.229443524098201,-0.151493616490465,0.41076658329785,0.250005501254933
08/01/2010,0.182467283499599,0.280203176863095,0.317556953568605,0.527330881715252
09/01/2010,0.0223029233251105,-0.752510963562332,0.162907017870876,0.849417061139006
10/01/2010,0.240962722360073,-0.0292624416573518,0.41916571814658,1.42953669078158
11/01/2010,0.191358069346683,-0.217210385407867,0.460147554512714,1.79100408905043
12/01/2010,0.14673293159617,-0.419876909049464,0.578837251980175,1.40834974001716
01/01/2011,0.03449248732213,-0.250393826842961,0.0390616014672527,-0.143268211419052
02/01/2011,-0.249407401512905,-0.291659809996071,0.0256754803020891,-0.0302090088550788
03/01/2011,0.115712842326603,0.486264920623118,-0.236608560872997,0.562870282997498
04/01/2011,0.150458525340066,0.563789384208001,-0.406841026110652,0.140420502982975
05/01/2011,0.21351872080714,0.686311485034986,-0.687548650337339,-0.0949866092982858
06/01/2011,0.41729543596681,0.341705582081559,-0.591484987664131,-0.00146268660580337
07/01/2011,0.620558525581205,0.940575927824349,0.710765970380215,0.410253821430559
